"X","Y","month","day","temp","RH","wind","rain","area"
7,4,"oct","sat",14.6,33,1.3,0,0
8,6,"mar","fri",8.3,97,4,0.2,0
7,5,"January","sat",22.8,40,4,0,0
7,5,"sep","sat",17.8,51,7.2,0,0
7,5,"sep","sat",19.3,38,4,0,0
6,5,"aug","fri",1.3,72,6.7,0,0
6,5,"sep","mon",21.3,42,2.2,0,0
6,5,"sep","wed",26.4,21,4.5,0,0
5,5,"mar","sat",15.1,27,5.4,0,0
8,5,"oct","mon",16.7,47,4.9,0,0
6,4,"mar","wed",15.9,35,4,0,0
6,4,"apr","sat",9.3,44,4.5,0,0
6,4,"sep","tue",18.3,40,2.7,0,0
7,4,"jun","sun",21,44,4.5,0,0
7,4,"aug","sat",23.7,32,5.8,0,0
7,4,"sep","fri",19,34,5.8,0,0
7,4,"sep","mon",19.4,48,1.3,0,0
6,3,"sep","sat",30.2,24,2.7,0,0
6,3,"sep","fri",25.4,24,3.6,0,0
6,3,"sep","fri",20.6,37,1.8,0,0
6,3,"sep","mon",21.2,32,2.7,0,0
6,3,"oct","tue",60.8,24,4.5,0,0
7,4,"oct","fri",11.3,60,5.4,0,0
7,3,"oct","sat",17.8,27,4,0,0
4,4,"mar","tue",14.1,43,2.7,0,0
4,4,"jul","tue",23.3,37,3.1,0,0
5,6,"sep","wed",25.9,24,4,0,0
4,4,"sep","thu",20.8,17,1.3,0,0
4,3,"aug","sun",21.5,34,2.2,0,0
4,3,"aug","wed",20.4,42,4.9,0,0
4,3,"sep","thu",27.7,24,2.2,0,0
4,3,"sep","tue",17.8,63,4.9,0,0
2,2,"feb","fri",12.3,1.4,0.9,0,0
2,2,"mar","sun",11.5,39,5.8,0,0
2,2,"mar","sun",5.5,59,6.3,0,0
2,2,"aug","mon",23.1,31,3.1,0,0
2,2,"aug","thu",18.6,44,4.5,0,0
2,2,"sep","fri",23,37,4.5,0,0
2,2,"sep","fri",19.6,33,5.4,0,0
2,2,"sep","fri",19.6,33,6.3,0,0
4,5,"mar","fri",17.2,26,4.5,0,0
4,5,"mar","fri",15.8,27,7.6,0,0
4,5,"sep","fri",17.7,37,3.6,0,0
5,4,"sep","fri",27.6,30,1.3,0,0
1,3,"mar","mon",8.3,72,3.1,0,0
1,2,"aug","fri",14.7,66,2.7,0,0
1,2,"aug","tue",21.6,19,6.7,0,0
1,2,"aug","sun",19.5,39,6.3,0,0
1,2,"aug","sun",17.9,44,2.2,0,0
1,2,"aug","tue",18.6,51,4.5,0,0
1,2,"aug","wed",16.6,47,0.9,0,0
1,2,"sep","sun",25.3,36,3.6,0,0
8,6,"mar","fri",17.4,24,5.4,0,0
8,6,"aug","sun",20.8,32,6.3,0,0
8,6,"aug","sun",18.2,43,4.9,0,0
8,6,"aug","mon",23.4,22,2.7,0,0
4,4,"sep","sun",17.8,64,1.3,0,0
3,4,"feb","sat",12.7,48,1.8,0,0
3,4,"mar","sat",17.4,24,5.4,0,0
3,4,"aug","sun",19.8,39,5.4,0,0
2,4,"sep","sat",24.1,29,4.5,0,0
2,4,"jan","sat",5.3,78,3.1,0,0
4,5,"mar","thu",18.2,29,3.1,0,0
4,5,"sep","sat",20.3,45,3.1,0,0
4,5,"sep","mon",17.4,56,5.4,0,0
4,4,"mar","fri",13.7,43,5.8,0,0
3,4,"sep","sun",22.8,39,3.6,0,0
3,4,"sep","mon",18.9,35,2.7,0,0
3,4,"mar","tue",15.8,27,7.6,0,0
3,4,"mar","mon",10.6,30,4,0,0
3,4,"aug","thu",19.6,36,3.1,0,0
3,4,"aug","mon",10.3,74,2.2,0,0
3,4,"sep","fri",19.8,50,5.4,0,0
3,4,"oct","sun",20.6,24,5.4,0,0
3,5,"sep","fri",17.2,43,3.1,0,0
3,5,"oct","wed",15.9,46,3.6,0,0
4,6,"feb","sat",15.4,40,2.7,0,0
4,6,"mar","mon",14,39,3.1,0,0
4,6,"sep","thu",17.6,42,3.1,0,0
3,6,"sep","mon",15.6,66,3.1,0,0
1,4,"sep","tue",21.7,38,2.2,0,0.43
2,5,"sep","mon",21.9,39,1.8,0,0.47
1,2,"jul","sat",16.6,53,5.4,0,0.71
2,5,"aug","wed",23.8,32,5.4,0,0.77
6,5,"aug","thu",75.7,22,4,0,0.9
5,4,"mar","mon",13.2,40,5.4,0,0.95
8,3,"sep","tue",24.2,28,3.6,0,0.96
3,4,"jul","sat",24.6,43,1.8,0,1.43
1,5,"sep","sat",29.6,27,2.7,0,1.46
2,4,"sep","sat",28.6,27,2.2,0,1.61
7,4,"mar","mon",16.1,29,3.1,0,1.75
6,3,"mar","sat",15.2,31,8.5,0,1.94
6,5,"mar","thu",5.3,70,4.5,0,2.14
6,5,"aug","wed",23.4,33,4.5,0,2.51
8,6,"aug","thu",20.7,45,2.2,0,2.55
7,4,"aug","sun",20.1,39,5.4,0,2.74
4,4,"sep","mon",17.7,39,2.2,0,3.07
1,4,"aug","sat",14.2,53,1.8,0,3.5
1,4,"aug","sat",20.3,39,4.9,0,4.53
6,5,"apr","thu",5.8,54,5.8,0,4.61
2,5,"sep","wed",18.3,45,2.2,0,4.88
8,6,"aug","tue",14.4,66,5.4,0,5.23
1,3,"sep","sun",23.9,32,6.7,0,5.33
8,6,"oct","mon",19.1,32,4,0,5.44
5,4,"feb","sun",12.4,53,2.2,0,6.38
7,4,"oct","mon",16.8,45,4.5,0,6.83
8,6,"mar","sun",11.5,39,5.8,0,7.19
1,5,"sep","mon",21,42,2.2,0,7.3
6,4,"mar","Sunday",13.3,42,0.9,0,7.4
6,5,"mar","fri",11.7,33,4,0,8.31
2,5,"aug","thu",24.2,28,2.7,0,8.68
2,2,"aug","tue",24.6,22,4.5,0,8.71
4,5,"sep","wed",24.3,25,4,0,9.41
2,2,"aug","tue",24.6,22,4.5,0,10.01
4,5,"sep","thu",21.5,15,0.9,0,11.06
1,5,"sep","tue",21.6,33,2.2,0,11.53
6,5,"mar","sun",12.4,54,3.6,0,12.1
7,4,"feb","sun",8.8,68,2.2,0,13.05
8,6,"oct","wed",20.2,37,2.7,0,13.7
4,5,"sep","thu",22.1,34,1.8,0,14.57
2,2,"aug","sat",22.9,31,7.2,0,15.45
7,5,"sep","tue",20.7,37,2.2,0,17.2
6,5,"sep","fri",19.6,33,6.3,0,19.23
8,3,"sep","thu",23.2,26,4.9,0,23.41
7,4,"aug","sat",5.1,96,5.8,0,26
7,3,"mar","mon",11,46,5.8,0,27.35
4,4,"mar","sat",17,27,4.9,0,28.66
4,4,"sep","sun",16.9,60,1.3,0,29.48
1,3,"sep","mon",12.4,73,6.3,0,30.32
4,5,"sep","wed",19.4,19,1.3,0,31.72
8,6,"aug","sun",16.2,59,3.1,0,32.07
3,4,"sep","fri",18.6,49,3.6,0,35.88
4,4,"sep","sun",22.9,39,4.9,0,48.55
7,5,"oct","mon",16.1,44,4,0,49.37
4,6,"sep","sun",28.3,26,3.1,0,64.1
8,6,"aug","sat",16.4,43,4,0,71.3
4,4,"sep","wed",NA,21,4.5,0,88.49
1,5,"sep","sun",27.8,27,3.1,0,95.18
4,5,"sep","sat",17.7,25,3.1,0,154.88
8,6,"aug","sun",19.6,41,5.8,0,196.48
2,2,"sep","sat",18.2,46,1.8,0,200.94
6,5,"sep","sat",25.1,27,4,0,1090.84
6,3,"apr","wed",15.2,51,2.7,0,0
4,4,"apr","fri",16.7,20,3.1,0,0
7,4,"aug","sun",21.9,73,7.6,1,0
3,4,"aug","sun",26.8,38,6.3,0,0.76
5,4,"aug","sun",25.7,39,5.4,0,0.09
2,4,"aug","wed",20.7,70,2.2,0,0.75
8,6,"aug","wed",28.7,28,2.7,0,0
3,4,"aug","wed",21.7,40,0.4,0,2.47
8,5,"aug","wed",24,36,3.1,0,0.24
6,5,"aug","wed",22.1,37,3.6,0,0.21
7,4,"aug","thu",21.4,38,2.7,0,1.52
6,3,"January","thu",18.9,41,3.1,0,10.34
8,6,"December","sat",23.9,41,2.2,0,8.02
4,3,"aug","sat",21.4,44,2.7,0,0.68
3,4,"aug","sat",20.6,59,0.9,0,0
