"X","Y","month","day","temp","RH","wind","rain","area"
7,5,"mar","fri",8.2,51,6.7,0,0
7,4,"oct","tue",18,33,0.9,0,0
8,6,"mar","fri",8.3,2.9,4,0.2,0
8,6,"mar","sun",11.4,99,1.8,0,0
8,6,"aug","sun",0.4,29,5.4,0,0
8,6,"aug","mon",24.1,27,3.1,0,0
8,6,"sep","tue",13.1,63,5.4,0,0
7,5,"sep","sat",22.8,40,4,0,0
7,5,"sep","sat",17.8,51,7.2,0,0
6,5,"aug","fri",17,72,6.7,0,0
6,5,"sep","wed",26.4,21,4.5,0,0
5,5,"mar","sat",15.1,27,5.4,0,0
8,5,"oct","mon",16.7,47,4.9,0,0
6,4,"sep","tue",18.3,40,2.7,0,0
5,4,"sep","mon",19.1,38,2.7,0,0
7,4,"jun","sun",21,44,4.5,0,0
7,4,"aug","sun",16.3,60,5.4,0,0
7,4,"sep","mon",19.4,48,1.3,0,0
6,3,"sep","sat",30.2,24,2.7,0,0
6,3,"sep","sun",22.8,39,3.6,0,0
6,3,"sep","sun",17.7,39,3.6,0,0
6,3,"sep","mon",21.2,32,2.7,0,0
6,3,"oct","tue",21.7,24,4.5,0,0
4,4,"jul","tue",23.3,37,3.1,0,0
4,4,"aug","sat",18.4,42,6.7,0,0
4,4,"sep","sat",19.6,48,2.7,0,0
5,6,"sep","wed",25.9,24,4,0,0
5,6,"sep","mon",14.7,70,3.6,0,0
6,6,"jul","mon",73.2,36,3.1,0,0
4,4,"mar","mon",11.8,35,1.8,0,0
4,4,"sep","thu",20.8,17,1.3,0,0
4,3,"aug","wed",20.4,42,4.9,0,0
4,3,"sep","tue",17.8,63,4.9,0,0
4,3,"oct","sun",13.8,50,2.7,0,0
2,2,"feb","fri",12.3,51,0.9,0,0
2,2,"mar","sun",11.5,39,5.8,0,0
2,2,"mar","sun",5.5,59,6.3,0,0
2,2,"aug","thu",18.8,35,4.9,0,0
2,2,"aug","sun",20.8,33,2.7,0,0
2,2,"aug","mon",23.1,31,3.1,0,0
