"X","Y","month","day","temp","RH","wind","rain","area"
7,5,"mar","fri",8.2,51,6.7,0,0
7,4,"oct","tue",18,33,0.9,0,0
8,6,"mar","fri",8.3,97,4,0.2,0
8,6,"mar","sun",11.4,99,1.8,0,0
8,6,"aug","sun",1.6,29,5.4,0,0
8,6,"aug","mon",8,86,2.2,0,0
7,5,"sep","sat",17.8,51,7.2,0,0
7,5,"sep","sat",19.3,38,4,0,0
6,5,"sep","mon",21.3,2.4,2.2,0,0
6,5,"sep","wed",26.4,21,4.5,0,0
6,5,"sep","fri",22.9,44,5.4,0,0
5,5,"mar","sat",15.1,27,5.4,0,0
6,4,"mar","wed",15.9,35,4,0,0
6,4,"apr","sat",9.3,44,4.5,0,0
6,4,"sep","tue",18.3,40,2.7,0,0
7,4,"jun","sun",21,44,4.5,0,0
7,4,"aug","sat",19.5,43,5.8,0,0
7,4,"aug","sat",23.7,32,5.8,0,0
7,4,"sep","fri",19,34,5.8,0,0
6,3,"sep","sat",30.2,24,2.7,0,0
6,3,"sep","sun",22.8,39,3.6,0,0
6,3,"sep","fri",25.4,24,3.6,0,0
6,3,"sep","sun",17.7,39,3.6,0,0
6,3,"sep","tue",18.2,62,4.5,0,0
6,3,"oct","tue",21.7,24,4.5,0,0
7,4,"oct","fri",11.3,60,5.4,0,0
7,3,"oct","sat",17.8,27,4,0,0
4,4,"mar","tue",14.1,43,2.7,0,0
4,4,"jul","tue",23.3,37,3.1,0,0
4,4,"aug","tue",16.6,54,5.4,0,0
5,6,"sep","wed",25.9,24,4,0,0
6,6,"jul","mon",23,36,3.1,0,0
4,4,"mar","mon",11.8,35,1.8,0,0
4,3,"aug","sun",21.5,34,2.2,0,0
4,3,"aug","wed",20.4,42,4.9,0,0
4,3,"sep","thu",27.7,24,2.2,0,0
2,2,"feb","mon",13.9,40,5.4,0,0
2,2,"feb","fri",12.3,51,0.9,0,0
2,2,"mar","sun",5.5,59,6.3,0,0
2,2,"aug","sun",20.8,33,2.7,0,0
