"X","Y","month","day","temp","RH","wind","rain","area"
7,4,"oct","sat",14.6,33,1.3,0,0
8,6,"mar","sun",11.4,99,1.8,0,0
8,6,"aug","mon",2.8,27,3.1,0,0
8,6,"aug","Thursday",8,86,2.2,0,0
8,6,"sep","tue",13.1,63,5.4,0,0
7,5,"sep","sat",22.8,40,4,0,0
7,5,"sep","sat",17.8,51,7.2,0,0
7,5,"sep","sat",19.3,38,4,0,0
6,5,"sep","mon",21.3,42,2.2,0,0
6,5,"June","wed",26.4,21,4.5,0,0
6,4,"mar","wed",15.9,35,4,0,0
6,4,"apr","sat",9.3,44,4.5,0,0
5,4,"sep","mon",19.1,38,2.7,0,0
7,4,"jun","sun",21,44,4.5,0,0
7,4,"aug","Tuesday",19.5,43,5.8,0,0
7,4,"aug","sat",23.7,32,5.8,0,0
7,4,"aug","sun",16.3,60,5.4,0,0
7,4,"sep","fri",19,34,5.8,0,0
6,3,"sep","sun",22.8,39,3.6,0,0
6,3,"sep","fri",25.4,24,3.6,0,0
6,3,"sep","mon",11.2,78,7.6,0,0
6,3,"sep","mon",21.2,32,2.7,0,0
6,3,"sep","tue",18.2,62,4.5,0,0
7,4,"oct","fri",11.3,60,5.4,0,0
7,3,"May","sat",17.8,27,4,0,0
4,4,"jul","tue",23.3,37,3.1,0,0
4,4,"aug","tue",16.6,54,5.4,0,0
5,6,"sep","wed",25.9,24,4,0,0
5,6,"sep","mon",NA,70,3.6,0,0
4,4,"mar","mon",11.8,35,1.8,0,0
4,4,"mar","mon",11,46,5.8,0,0
4,3,"aug","sun",21.5,34,2.2,0,0
4,3,"aug","wed",20.4,42,4.9,0,0
4,3,"oct","sun",13.8,50,2.7,0,0
2,2,"feb","mon",13.9,40,5.4,0,0
2,2,"feb","fri",12.3,51,0.9,0,0
2,2,"mar","sun",5.5,59,6.3,0,0
2,2,"aug","thu",18.8,35,4.9,0,0
2,2,"aug","thu",18.6,44,131.1,0,0
2,2,"sep","fri",23,37,4.5,0,0
2,2,"sep","fri",19.6,33,NA,0,0
4,5,"mar","Monday",17.2,26,4.5,0,0
5,4,"mar","fri",15.6,25,6.3,0,0
5,4,"sep","fri",27.6,30,1.3,0,0
1,2,"aug","tue",21.6,19,6.7,0,0
1,2,"aug","tue",18.6,51,4.5,0,0
1,2,"aug","wed",16.6,47,0.9,0,0
1,2,"aug","thu",20.2,45,3.6,0,0
1,2,"sep","thu",21.5,15,0.9,0,0
1,2,"sep","sun",25.3,36,3.6,0,0
6,5,"mar","sat",17.4,25,4.9,0,0
6,5,"aug","sat",14.7,59,5.8,0,0
8,6,"mar","fri",17.4,24,5.4,0,0
4,4,"sep","sun",17.8,64,1.3,0,0
3,4,"feb","sat",12.7,48,1.8,0,0
3,4,"aug","sun",19.8,39,5.4,0,0
2,4,"aug","tue",20.1,40,4,0,0
2,4,"jan","sat",5.3,78,3.1,0,0
4,5,"mar","fri",12.7,52,6.3,0,0
4,5,"mar","thu",18.2,29,3.1,0,0
4,5,"sep","sat",20.3,45,3.1,0,0
4,5,"sep","mon",17.4,56,5.4,0,0
4,4,"mar","fri",13.7,43,5.8,0,0
3,4,"mar","fri",18.8,18,4.5,0,0
3,4,"sep","sun",22.8,39,3.6,0,0
3,4,"sep","mon",18.9,35,2.7,0,0
3,4,"mar","tue",15.8,27,7.6,0,0
3,5,"mar","tue",15.5,27,6.3,0,0
3,4,"mar","sat",11.6,30,6.3,0,0
3,4,"sep","sun",22.5,42,5.4,0,0
3,4,"oct","sun",20.6,24,5.4,0,0
3,5,"oct","wed",15.9,46,3.6,0,0
2,5,"oct","sun",15.4,35,0.9,0,0
4,6,"mar","sun",10.6,46,4.9,0,0
4,6,"sep","thu",17.6,42,3.1,0,0
3,5,"mar","tue",14.9,38,2.7,0,0
3,5,"aug","sat",17.6,52,5.8,0,0
9,9,"jul","tue",18,42,2.7,0,0.36
